entrez,symbol,pubmed_id,type,organ_system,primary_site,cancer_type,method,coding_status,cgc_annotation,vogelstein_annotation,saito_annotation,NCG_oncogene,NCG_tsg,driver_type
3845,KRAS,27348297,WES,Gynecologic,uterus,endometrial_cancer,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26804919,WES,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,30107175,WES,Endocrine,thyroid,hurthle_cell_carcinoma,"MutSig2CV, Recurrence-based, Literature-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22980976,WGS,Thoracic,lung,non-small_cell_lung_cancer,MuSiC,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,29489754,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,MuSiC,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,21822268,WES,Urologic,bladder,bladder_cancer,"Wood-based, Recurrence-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24121792,WES,Urologic,bladder,bladder_cancer,Wood-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,23334668,WGS-WES,Hematologic and lymphatic,blood,acute_lymphocytic_leukemia,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26790612,WES,Head and neck,head_and_neck,squamous_head_and_neck_cancer,MuSiC,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22980975,WES,Thoracic,lung,lung_adenocarcinoma,InVEx,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,20826764,WES,Gynecologic,ovary,ovarian_clear-cell_carcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,23817572,WGS,Soft tissue,brain,astrocytoma,MuSiC,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,29945994,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,28667006,WGS-WES-Gene Panel,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,"MutSigCV, IntOGen",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,27687306,WES,Thoracic,lung,lung_adenocarcinoma,InVEx,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,20668451,Gene Panel,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,20668451,Gene Panel,Gynecologic,ovary,ovarian_cancer,Wood-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,20668451,Gene Panel,Thoracic,lung,lung_cancer_(all_histologies),Wood-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26214590,WES,Skin,skin,melanoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,25576899,WES-Gene Panel,Endocrine,thyroid,anaplastic_thyroid_carcinoma,"Recurrence-based, Literature-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,23415222,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26466571,WES,Hematologic and lymphatic,blood,chronic_lymphocytic_leukemia,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24997986,WES,Developmental gastrointestinal,hepatobiliary,gallbladder_carcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26503331,WES-Gene Panel,Thoracic,lung,lung_squamous_cell_carcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,28098136,WGS-WES,Head and neck,head_and_neck,nasopharyngeal_carcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24952746,WES,Head and neck,head_and_neck,nasopharyngeal_carcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22327622,Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22327622,Gene Panel,Thoracic,lung,non-small_cell_lung_cancer,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26648538,WGS-Gene Panel,Hematologic and lymphatic,blood,chronic_myelomonocytic_leukemia,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,31444325,WGS-WES,Hematologic and lymphatic,blood,multiple_myeloma,dNdScv,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26908133,WGS-WES,Hematologic and lymphatic,blood,chronic_myelomonocytic_leukemia,DrGap,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26258846,WES,Developmental gastrointestinal,hepatobiliary,biliary_tract_cancer,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,31320640,WGS-WES,Skin,skin,mucosal_melanoma,"OncodriveFM, OncodriveClust, OncodriveFML, MuSiC2, 20/20+, dNdScv, MutSigCV, Literature-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,27135926,WGS,Gynecologic,breast,breast_cancer,Paper-specific,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22561520,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24413735,WES,Hematologic and lymphatic,blood,acute_lymphoblastic_leukemia,Greenman-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,25961940,WGS-WES,Hematologic and lymphatic,blood,acute_lymphoblastic_leukemia,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,27161491,Gene Panel,Gynecologic,breast,breast_cancer,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24974848,WES,Hematologic and lymphatic,thymus,thymic_carcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,32025015,WGS,Multiple,multiple,pan-cancer_adult,"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,28988769,WES,Urologic,bladder,bladder_cancer,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,32494066,Canonical Cancer Driver,Multiple,multiple,,,,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26154128,WES-Gene Panel,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22895193,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Wood-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,29898407,WES,Urologic,testis,testicular_germ_cell_cancer,MutSigCV,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22722201,WES,Gynecologic,breast,breast_cancer,Greenman-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26457647,WES-Gene Panel,Hematologic and lymphatic,blood,juvenile_myelomonocytic_leukemia,"Paper-specific, Literature-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24859340,WGS,Head and neck,head_and_neck,ameloblastoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,28112728,WGS,Gynecologic,cervix,cervical_cancer_(all_histologies),MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,28622513,WES,Developmental gastrointestinal,hepatobiliary,hepatocellular_carcinoma,"MutSig, Recurrence-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,28810144,WES plus targeted deep resequencing,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,25719666,WGS,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,"MutSig, Recurrence-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,24896186,WES,Soft tissue,brain,intracranial_germ_cell,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26939876,Gene Panel,Gynecologic,breast,triple_negative_breast_cancer,"Recurrence-based, Paper-specific",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,25855536,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22158988,WES,Developmental gastrointestinal,pancreas,pancreatic_neoplastic_cysts,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26625313,WES,Urologic,bladder,bladder_cancer,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,30755618,WGS,Urologic,bladder,bladder_cancer,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26806338,WES-Gene Panel,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26099045,WGS,Gynecologic,breast,breast_cancer,"Recurrence-based, Literature-based",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,21909114,WES,Hematologic and lymphatic,blood,myelodysplasia,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,26998897,WES,Core gastrointestinal,small_intestine,duodenal_adenocarcinoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,22237106,WGS,Hematologic and lymphatic,blood,acute_lymphoblastic_leukemia,Recurrence-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,23583981,WGS-WES,Soft tissue,brain,paediatric_low_grade_glioma,"MuSiC, Paper-specific",coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,25301631,WES,Thoracic,lung,lung_adenocarcinoma,Literature-based,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3845,KRAS,27791010,WES,Gynecologic,uterus,uterine_carcinosarcoma,MutSig,coding,oncogene,Oncogene,Oncogene,1.0,0.0,cancer
3860,KRT13,26824661,WGS-WES,Soft tissue,brain,pan-glioma,MutSig,coding,,,,,,cancer
3866,KRT15,26824661,WGS-WES,Soft tissue,brain,pan-glioma,MutSig,coding,,,,,,cancer
3890,KRT84,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
3895,KTN1,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,,,,,,cancer
3899,AFF3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
3908,LAMA2,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,coding,,,,,,cancer
3908,LAMA2,22561520,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,coding,,,,,,cancer
3909,LAMA3,28296713,WES,Skin,skin,mucosal_melanoma,Recurrence-based,coding,,,,,,cancer
3910,LAMA4,21822268,WES,Urologic,bladder,bladder_cancer,"Wood-based, Recurrence-based",coding,,,,,,cancer
3910,LAMA4,24121792,WES,Urologic,bladder,bladder_cancer,Wood-based,coding,,,,,,cancer
3910,LAMA4,24896186,WES,Soft tissue,brain,intracranial_germ_cell,Recurrence-based,coding,,,,,,cancer
3910,LAMA4,26625313,WES,Urologic,bladder,bladder_cancer,MutSig,coding,,,,,,cancer
3912,LAMB1,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
3915,LAMC1,28256603,WES plus targeted deep resequencing,Head and neck,head_and_neck,nasopharyngeal_carcinoma,"Literature-based, Paper-specific",coding,,,,,,cancer
3929,LBP,28531216,WGS,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,Pathscan,coding,,,,,,cancer
3932,LCK,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
3953,LEPR,28362259,WGS,Multiple,multiple,pan-cancer_adult,ncdDetect,noncoding,,,,,,cancer
3954,LETM1,23583981,WGS-WES,Soft tissue,brain,paediatric_low_grade_glioma,"MuSiC, Paper-specific",coding,,,,,,cancer
3955,LFNG,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,,,,,,cancer
3956,LGALS1,26451490,WES,Gynecologic,breast,breast_cancer,MutSig,coding,,,,,,cancer
3977,LIFR,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,,,,,,cancer
3984,LIMK1,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,,,,,,cancer
3993,LLGL2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
3996,LLGL1,26683228,WGS-WES,Skin,uvea,melanoma,"Recurrence-based, Literature-based",coding,,,,,,cancer
4004,LMO1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
4005,LMO2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
4005,LMO2,29489755,Pan-cancer,Multiple,multiple,pan-cancer_paediatric,"GRIN, MutSig",coding,"oncogene, fusion",,,1.0,0.0,cancer
4009,LMX1A,18772396,WES,Soft tissue,brain,glioblastoma,Wood-based,coding,,,,,,cancer
4026,LPP,30606723,WGS,Hematologic and lymphatic,blood,"dlblc, follicular_lymphoma",Paper-specific,noncoding,"oncogene, fusion",,,1.0,0.0,cancer
4026,LPP,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
4026,LPP,25501392,Pan-cancer,Multiple,multiple,pan-cancer_adult,HOTNET2,coding,"oncogene, fusion",,,1.0,0.0,cancer
4033,IRAG2,29354286,WGS,Multiple,multiple,pan-cancer_adult,ncDriver,noncoding,,,,,,cancer
4035,LRP1,27063598,WES-Gene Panel,Hematologic and lymphatic,blood,acute_promyelocytic_leukemia,Recurrence-based,coding,,,,,,cancer
4045,LSAMP,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,,,,,,cancer
4048,LTA4H,19657110,WGS,Hematologic and lymphatic,blood,acute_myeloid_leukemia,Paper-specific,coding,,,,,,cancer
4050,LTB,31444325,WGS-WES,Hematologic and lymphatic,blood,multiple_myeloma,dNdScv,coding,,,,,,cancer
4053,LTBP2,27236916,WES-Gene Panel,Endocrine,thyroid,papillary_thyroid_cancer,Recurrence-based,coding,,,,,,cancer
4058,LTK,20601955,Gene Panel,Soft tissue,soft_tissue,soft_tissue_sarcoma,Recurrence-based,coding,,,,,,cancer
4058,LTK,18948947,Gene Panel,Thoracic,lung,lung_adenocarcinoma,MuSiC,coding,,,,,,cancer
4060,LUM,24120142,WES,Soft tissue,brain,glioblastoma,"InVEx, MutSig",coding,,,,,,cancer
4066,LYL1,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,"oncogene, fusion",,,1.0,0.0,cancer
4067,LYN,26886259,WES plus targeted deep resequencing,Hematologic and lymphatic,blood,acute_promyelocytic_leukemia,Paper-specific,coding,,,,,,cancer
4087,SMAD2,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,22810696,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,25079317,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,TSG,TSG,,0.0,1.0,cancer
4087,SMAD2,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,,0.0,1.0,cancer
4088,SMAD3,26909576,WGS,Developmental gastrointestinal,pancreas,pancreatic_cancer_(all_histologies),"HOTNET2, OncodriveFM, MutSig",coding,TSG,,,0.0,1.0,cancer
4088,SMAD3,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,,,0.0,1.0,cancer
4088,SMAD3,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,TSG,,,0.0,1.0,cancer
4088,SMAD3,27135926,WGS,Gynecologic,breast,breast_cancer,Paper-specific,coding,TSG,,,0.0,1.0,cancer
4089,SMAD4,26909576,WGS,Developmental gastrointestinal,pancreas,pancreatic_cancer_(all_histologies),"HOTNET2, OncodriveFM, MutSig",coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,29625053,Pan-cancer,Multiple,multiple,pan-cancer_adult,PanSoftWare,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,23103869,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,MuSiC,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,27158780,WES,Thoracic,lung,lung_cancer_(all_histologies),MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22810696,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,25079317,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,23525077,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,30718927,WGS-WES,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,"dNdScv, ActiveDriverWGS, MutSig2CV, OncodriveFM, OncodriveClust, eDriver, eDriver3D",coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,14993899,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,27149842,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,26804919,WES,Core gastrointestinal,small_intestine,ampullary_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22980975,WES,Thoracic,lung,lung_adenocarcinoma,InVEx,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,18772397,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Wood-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,29945994,WES,Core gastrointestinal,stomach,gastric_adenocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,28667006,WGS-WES-Gene Panel,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,"MutSigCV, IntOGen",coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,24132290,Pan-cancer,Multiple,multiple,pan-cancer_adult,MuSiC,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,24390350,Pan-cancer,Multiple,multiple,pan-cancer_adult,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22327622,Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,29622466,WES,Core gastrointestinal,pan-gastric,pan-gastric,MutSig2CV,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,27311963,WGS-WES,Multiple,multiple,pan-cancer_adult,OncodriveFML,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,26258846,WES,Developmental gastrointestinal,hepatobiliary,biliary_tract_cancer,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22608084,WGS,Gynecologic,breast,breast_cancer,Literature-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22561520,WES,Developmental gastrointestinal,hepatobiliary,cholangiocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,27161491,Gene Panel,Gynecologic,breast,breast_cancer,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,32025015,WGS,Multiple,multiple,pan-cancer_adult,"ActiveDriverWGS, CompositeDriver, DriverPower, dNdScv, ExInAtor, LARVA, MutSig, NBR, ncdDetect, ncDriver, OncodriveFML, regDriver",coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,32494066,Canonical Cancer Driver,Multiple,multiple,,,,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,26154128,WES-Gene Panel,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,27595477,WGS,Core gastrointestinal,esophagus,esophageal_adenocarcinoma,MutSigCV,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22895193,WES,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Wood-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,32024818,WGS,Multiple,multiple,pan-cancer_adult,DriverPower,noncoding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22722201,WES,Gynecologic,breast,breast_cancer,Greenman-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,28052061,WGS-WES,Core gastrointestinal,esophagus,esophageal_(squamous_and_adenocarcinoma),MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,28810144,WES plus targeted deep resequencing,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,MutSig,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,28551381,WES-Gene Panel,Core gastrointestinal,colorectal,colorectal_adenocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,23539594,Canonical Cancer Driver,Multiple,multiple,,-,,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,25719666,WGS,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,"MutSig, Recurrence-based",coding,TSG,TSG,TSG,0.0,1.0,cancer
4089,SMAD4,22156295,WES,Developmental gastrointestinal,pancreas,pancreatic_ductal_adenocarcinoma,Recurrence-based,coding,TSG,TSG,TSG,0.0,1.0,cancer
